EBELN,EBELP,MATNR,MAKTX,LIFNR,PROGRAM,CRITICALITY,MENGE,MEINS,NETPR,NETWR,WAERS,EINDT,BEDAT,ACTUAL_DELIVERY,DELAY_DAYS,PAD_ANOMALY,STATUS
45102910,00010,NSN-2015-756190,Solar array wing,100044,Moon-Base,Essential,26,SET,346861.38,9018395.82,USD,2026-03-05,2026-01-12,2026-03-05,0,,Delivered
45102911,00010,NSN-8972-414608,Space-grade DC-DC converter,100032,Moon-Base,Essential,34,EA,136054.13,4625840.56,USD,2026-07-03,2026-05-07,2026-08-13,41,,Open-Late
45102912,00010,NSN-5224-170835,Combustion chamber liner,100019,Gateway,Essential,11,LOT,2265471.69,24920188.57,USD,2026-09-08,2026-05-28,2026-09-08,0,,Open
45102913,00010,NSN-1324-531762,Rad-hard memory array,100087,Artemis-3,Critical,24,LOT,3011562.37,72277496.76,USD,2026-06-29,2025-11-20,2026-06-29,0,,Open
45102914,00010,NSN-8365-720970,MLI blanket set,100016,SR1-Freedom,Essential,6,LOT,1614217.91,9685307.47,USD,2026-06-05,2026-02-26,2026-07-13,38,,Open-Late
45102915,00010,NSN-4912-699573,Heat-pipe radiator panel,100058,Gateway,Essential,2,SET,1736907.58,3473815.16,USD,2026-02-26,2026-01-01,2026-02-26,0,,Delivered
45102916,00010,NSN-9633-799539,Mobile launcher umbilical,100097,SR1-Freedom,Essential,8,EA,480507.18,3844057.44,USD,2026-05-20,2025-12-25,2026-05-20,0,,Delivered
45102917,00010,NSN-5612-902448,Cryo valve assembly,100059,SR1-Freedom,Routine,3,LOT,369357.42,1108072.25,USD,2026-06-07,2026-04-09,2026-06-07,0,,Delivered
45102918,00010,NSN-3293-855303,Composite interstage panel,100053,SR1-Freedom,Essential,1,EA,2415028.23,2415028.23,USD,2025-12-07,2025-10-08,2025-12-07,0,,Delivered
45102919,00010,NSN-8685-224698,RAD-hard FPGA board,100091,SR1-Freedom,Routine,14,EA,575936.32,8063108.49,USD,2026-04-16,2026-03-21,2026-04-16,0,,Delivered
45102920,00010,NSN-2999-828361,Al-Li dome gore,100110,Moon-Base,Routine,36,LOT,522490.07,18809642.41,USD,2026-06-26,2026-05-24,2026-06-26,0,,Open
45102921,00010,NSN-8554-910707,Ground command toolkit,100091,Moon-Base,Routine,14,EA,226855.64,3175978.93,USD,2026-02-09,2025-12-31,2026-02-09,0,,Delivered
45102922,00010,NSN-4087-272892,Space-grade DC-DC converter,100012,Moon-Base,Routine,37,EA,156566.99,5792978.47,USD,2026-02-02,2026-01-12,2026-02-02,0,,Delivered
45102923,00010,NSN-4657-797860,Connector backshell,100114,Artemis-3,Essential,33,EA,381747.45,12597665.96,USD,2026-10-13,2026-05-25,2026-10-13,0,,Open
45102924,00010,NSN-3137-457311,Ablative TPS tile,100103,EGS-Ground,Routine,10,EA,659728.68,6597286.8,USD,2025-10-14,2025-10-06,2025-10-14,0,,Delivered
45102925,00010,NSN-5209-114892,Solar array wing,100062,Artemis-3,Routine,9,EA,576314.78,5186832.99,USD,2026-06-16,2026-04-28,2026-06-16,0,,Open
45102926,00010,NSN-6527-950941,Telemetry decoder,100018,EGS-Ground,Routine,20,EA,495881.95,9917638.9,USD,2026-01-23,2026-01-09,2026-01-23,0,,Delivered
45102927,00010,NSN-7311-112940,Connector backshell,100092,Moon-Base,Essential,32,EA,1304176.85,41733659.04,USD,2026-05-26,2026-03-21,2026-05-31,5,,Delivered
45102928,00010,NSN-6224-705526,Ablative TPS tile,100085,EGS-Ground,Essential,2,EA,556298.69,1112597.38,USD,2026-06-02,2026-02-17,2026-06-02,0,,Delivered
45102929,00010,NSN-8972-414608,Space-grade DC-DC converter,100032,Moon-Base,Essential,2,EA,152977.0,305954.0,USD,2026-02-16,2025-12-21,2026-02-24,8,,Delivered
45102930,00010,NSN-2195-117500,Mobile launcher umbilical,100105,SR1-Freedom,Essential,10,SET,2675513.58,26755135.83,USD,2026-05-27,2026-02-04,2026-05-27,0,,Delivered
45102931,00010,NSN-2234-285751,Al-Li dome gore,100112,EGS-Ground,Routine,13,LOT,380276.28,4943591.65,USD,2026-01-24,2025-11-30,2026-01-24,0,,Delivered
45102932,00010,NSN-1579-679720,Composite interstage panel,100048,Gateway,Routine,39,EA,813378.47,31721760.18,USD,2026-04-28,2026-04-01,2026-04-28,0,,Delivered
45102933,00010,NSN-9674-484774,Composite interstage panel,100063,Moon-Base,Essential,4,SET,1352756.56,5411026.24,USD,2026-01-31,2025-10-15,2026-01-31,0,,Delivered
45102934,00010,NSN-9231-437226,Connector backshell,100010,Moon-Base,Essential,5,EA,66155.08,330775.39,USD,2026-04-11,2026-02-19,2026-04-11,0,,Delivered
45102935,00010,NSN-4291-319899,Ablative TPS tile,100109,Moon-Base,Essential,35,EA,1235524.38,43243353.17,USD,2026-02-22,2025-10-12,2026-05-20,87,,Delivered
45102936,00010,NSN-3897-428638,Space-grade DC-DC converter,100008,Moon-Base,Essential,22,EA,1387306.74,30520748.24,USD,2026-07-27,2026-02-17,2026-07-27,0,,Open
45102937,00010,NSN-9633-799539,Mobile launcher umbilical,100079,SR1-Freedom,Essential,15,EA,573374.64,8600619.66,USD,2026-03-08,2025-10-13,2026-03-08,0,,Delivered
45102938,00010,NSN-2544-139569,Titanium thrust bracket,100054,EGS-Ground,Essential,6,EA,678999.97,4073999.83,USD,2026-02-20,2025-12-02,2026-02-20,0,,Delivered
45102939,00010,NSN-6977-867934,Inertial measurement unit,100065,Moon-Base,Critical,6,LOT,1581909.69,9491458.13,USD,2026-08-03,2025-11-05,2026-08-03,0,,Open
45102940,00010,NSN-9317-908320,Combustion chamber liner,100073,EGS-Ground,Essential,23,SET,329747.31,7584188.07,USD,2026-06-30,2026-05-07,2026-06-30,0,,Open
45102941,00010,NSN-3947-739008,Mobile launcher umbilical,100114,SR1-Freedom,Critical,17,EA,4250427.47,72257266.93,USD,2027-01-08,2026-04-15,2027-06-05,148,X,Open-Late
45102942,00010,NSN-5979-875501,Solar array wing,100009,Moon-Base,Essential,6,LOT,2254950.94,13529705.65,USD,2026-02-26,2025-10-10,2026-02-26,0,,Delivered
45102943,00010,NSN-6234-276042,Space-grade DC-DC converter,100001,Artemis-3,Essential,40,EA,554086.31,22163452.54,USD,2026-05-29,2026-01-19,2026-05-29,0,,Delivered
45102944,00010,NSN-2415-998043,Cryo valve assembly,100037,Moon-Base,Essential,9,SET,735721.19,6621490.73,USD,2026-01-25,2025-10-25,2026-01-25,0,,Delivered
45102945,00010,NSN-5009-876513,Flight computer module,100085,SR1-Freedom,Critical,28,EA,1077260.28,30163287.85,USD,2027-02-12,2026-03-05,2027-04-10,57,,Open-Late
45102946,00010,NSN-1410-749641,Mobile launcher umbilical,100096,SR1-Freedom,Routine,7,SET,544017.11,3808119.76,USD,2026-02-27,2026-01-12,2026-02-27,0,,Delivered
45102947,00010,NSN-9234-772124,Cryo valve assembly,100065,EGS-Ground,Critical,32,LOT,5868445.31,187790249.92,USD,2027-03-24,2026-01-31,2027-07-21,119,,Open-Late
45102948,00010,NSN-4742-876764,Turbopump impeller,100056,Gateway,Essential,27,EA,1030780.73,27831079.61,USD,2026-07-13,2026-05-26,2026-09-25,74,,Open-Late
45102949,00010,NSN-6641-911801,Li-ion battery module,100010,Gateway,Routine,2,EA,688116.56,1376233.13,USD,2025-12-16,2025-10-23,2025-12-16,0,,Delivered
45102950,00010,NSN-1879-202430,Connector backshell,100058,EGS-Ground,Essential,26,EA,1042719.4,27110704.51,USD,2026-03-26,2025-11-14,2026-03-26,0,,Delivered
45102951,00010,NSN-9456-902328,Ground command toolkit,100065,Gateway,Essential,33,EA,2336245.59,77096104.63,USD,2026-01-04,2025-10-03,2026-01-04,0,,Delivered
45102952,00010,NSN-5078-503489,Turbopump impeller,100010,Moon-Base,Routine,26,EA,421994.65,10971860.8,USD,2026-06-21,2026-04-28,2026-06-21,0,,Open
45102953,00010,NSN-7305-824304,Combustion chamber liner,100077,EGS-Ground,Essential,1,EA,1604262.8,1604262.8,USD,2026-05-27,2026-01-27,2026-05-27,0,,Delivered
45102954,00010,NSN-9755-708222,Cryo valve assembly,100068,Artemis-3,Essential,7,SET,996137.22,6972960.52,USD,2025-12-22,2025-11-04,2025-12-22,0,,Delivered
45102955,00010,NSN-3293-855303,Composite interstage panel,100055,SR1-Freedom,Essential,21,EA,2147305.05,45093406.1,USD,2026-05-03,2026-03-04,2026-05-03,0,,Delivered
45102956,00010,NSN-7703-817956,Mobile launcher umbilical,100011,EGS-Ground,Essential,36,EA,78145.92,2813253.06,USD,2026-06-22,2026-01-03,2026-06-22,0,,Open
45102957,00010,NSN-6727-127965,Mobile launcher umbilical,100117,Gateway,Essential,19,EA,3061967.01,58177373.24,USD,2026-04-23,2025-11-01,2026-04-23,0,,Delivered
45102958,00010,NSN-8480-761701,Al-Li dome gore,100042,EGS-Ground,Routine,31,EA,286557.67,8883287.88,USD,2026-03-31,2026-02-19,2026-03-31,0,,Delivered
45102959,00010,NSN-7868-744793,Flight computer module,100075,SR1-Freedom,Routine,23,SET,484248.02,11137704.56,USD,2026-05-31,2026-05-11,2026-05-31,0,,Delivered
45102960,00010,NSN-5421-533108,Flight computer module,100010,Gateway,Critical,8,SET,5942807.69,47542461.53,USD,2026-12-13,2026-05-04,2026-12-13,0,,Open
45102961,00010,NSN-1941-911187,Li-ion battery module,100099,EGS-Ground,Routine,3,EA,213339.76,640019.29,USD,2025-10-09,2025-10-02,2025-10-09,0,,Delivered
45102962,00010,NSN-8570-343118,Telemetry decoder,100066,Gateway,Routine,29,LOT,333449.6,9670038.53,USD,2026-04-09,2026-02-21,2026-04-09,0,,Delivered
45102963,00010,NSN-5475-326040,Flight software license,100080,Artemis-3,Routine,15,LOT,461017.96,6915269.39,USD,2026-04-17,2026-03-14,2026-05-10,23,,Delivered
45102964,00010,NSN-6121-853258,Titanium thrust bracket,100019,EGS-Ground,Essential,10,EA,1513034.99,15130349.91,USD,2026-05-23,2025-12-27,2026-05-23,0,,Delivered
45102965,00010,NSN-1422-238205,Turbopump impeller,100031,Artemis-3,Critical,32,SET,409362.38,13099596.17,USD,2026-08-08,2025-12-10,2026-11-17,101,,Open-Late
45102966,00010,NSN-7165-333726,Solar array wing,100019,EGS-Ground,Essential,12,EA,18501.53,222018.33,USD,2026-03-24,2025-11-11,2026-03-24,0,,Delivered
45102967,00010,NSN-6674-563864,Cryo valve assembly,100081,Artemis-3,Routine,36,EA,633134.59,22792845.26,USD,2025-10-24,2025-10-05,2025-10-24,0,,Delivered
45102968,00010,NSN-5302-252200,Cryo transfer line,100081,Gateway,Essential,13,LOT,1993001.66,25909021.63,USD,2025-11-23,2025-10-06,2025-11-23,0,,Delivered
45102969,00010,NSN-4757-359414,Power distribution unit,100038,Moon-Base,Routine,28,EA,22056.61,617585.08,USD,2025-11-20,2025-11-05,2026-03-08,108,,Delivered
45102970,00010,NSN-6114-769883,Inertial measurement unit,100083,Artemis-3,Routine,19,SET,482844.33,9174042.25,USD,2025-10-26,2025-10-07,2025-10-26,0,,Delivered
45102971,00010,NSN-5914-992717,Li-ion battery module,100103,SR1-Freedom,Critical,18,EA,7599941.27,136798942.83,USD,2026-07-15,2025-12-18,2026-10-12,89,,Open-Late
45102972,00010,NSN-2577-648615,Turbopump impeller,100086,Moon-Base,Routine,32,EA,86158.12,2757059.83,USD,2025-12-23,2025-12-05,2026-02-14,53,,Delivered
45102973,00010,NSN-2195-117500,Mobile launcher umbilical,100046,SR1-Freedom,Essential,20,SET,2408723.47,48174469.3,USD,2026-03-26,2025-12-04,2026-03-26,0,,Delivered
45102974,00010,NSN-6060-289019,Space-grade DC-DC converter,100006,Moon-Base,Routine,18,EA,144298.93,2597380.7,USD,2026-01-25,2026-01-06,2026-01-25,0,,Delivered
45102975,00010,NSN-2505-698199,Solar array wing,100054,Gateway,Essential,23,LOT,502269.55,11552199.75,USD,2026-07-29,2026-05-26,2026-07-29,0,,Open
45102976,00010,NSN-7709-638214,Power distribution unit,100023,Moon-Base,Critical,33,EA,5408925.56,178494543.49,USD,2026-03-24,2025-11-20,2026-03-24,0,,Delivered
45102977,00010,NSN-9553-541119,Flight software license,100083,Gateway,Essential,36,SET,2351420.49,84651137.72,USD,2026-07-17,2026-01-18,2026-07-17,0,,Open
45102978,00010,NSN-4742-876764,Turbopump impeller,100056,Gateway,Essential,28,EA,895583.58,25076340.11,USD,2026-02-26,2026-01-09,2026-02-26,0,,Delivered
45102979,00010,NSN-7689-222343,Li-ion battery module,100114,SR1-Freedom,Critical,30,LOT,2140706.93,64221207.95,USD,2026-06-18,2026-01-30,2027-02-28,255,X,Open-Late
45102980,00010,NSN-3443-194458,Pad water deluge nozzle,100031,Moon-Base,Routine,11,EA,404755.12,4452306.31,USD,2026-05-09,2026-04-16,2026-05-09,0,,Delivered
45102981,00010,NSN-5713-537420,Combustion chamber liner,100027,Gateway,Critical,17,EA,9313566.21,158330625.63,USD,2026-08-18,2025-12-16,2026-12-25,129,,Open-Late
45102982,00010,NSN-5597-966589,Cryo valve assembly,100110,SR1-Freedom,Critical,35,EA,5493788.38,192282593.26,USD,2026-11-08,2025-10-09,2027-02-18,102,,Open-Late
45102983,00010,NSN-8581-708519,Telemetry decoder,100046,Moon-Base,Essential,3,SET,770005.16,2310015.48,USD,2026-08-09,2026-03-02,2026-09-17,39,,Open-Late
45102984,00010,NSN-5719-559398,Al-Li dome gore,100055,EGS-Ground,Routine,4,EA,698623.95,2794495.82,USD,2026-02-03,2026-01-26,2026-03-02,27,,Delivered
45102985,00010,NSN-9447-886224,Ground command toolkit,100072,EGS-Ground,Essential,3,EA,7335.42,22006.27,USD,2026-09-05,2026-03-28,2026-09-05,0,,Open
45102986,00010,NSN-1998-683761,Solar array wing,100108,SR1-Freedom,Routine,38,SET,744441.99,28288795.76,USD,2026-01-31,2025-12-20,2026-01-31,0,,Delivered
45102987,00010,NSN-9502-783157,Cryo transfer line,100071,Gateway,Essential,16,SET,2297143.88,36754302.15,USD,2026-05-23,2026-02-21,2026-05-23,0,,Delivered
45102988,00010,NSN-3243-308936,Cryo transfer line,100044,SR1-Freedom,Critical,8,EA,6927703.21,55421625.7,USD,2026-11-10,2025-12-30,2026-12-01,21,,Open-Late
45102989,00010,NSN-8521-565765,Combustion chamber liner,100043,Artemis-3,Routine,2,SET,89878.39,179756.78,USD,2026-04-25,2026-03-18,2026-04-25,0,,Delivered
45102990,00010,NSN-5314-706739,Solar array wing,100029,Artemis-3,Essential,5,EA,1719212.97,8596064.86,USD,2026-03-26,2025-11-05,2026-03-26,0,,Delivered
45102991,00010,NSN-5835-623125,Ablative TPS tile,100105,Artemis-3,Essential,15,SET,1116072.04,16741080.65,USD,2026-09-25,2026-04-11,2026-09-25,0,,Open
45102992,00010,NSN-7703-817956,Mobile launcher umbilical,100011,EGS-Ground,Essential,6,EA,72588.69,435532.14,USD,2026-10-10,2026-04-23,2026-10-10,0,,Open
45102993,00010,NSN-1621-194641,Cryo transfer line,100084,SR1-Freedom,Critical,23,LOT,2551233.44,58678369.05,USD,2026-10-15,2026-02-25,2027-02-08,116,,Open-Late
45102994,00010,NSN-6042-414870,Cryo valve assembly,100104,Artemis-3,Essential,17,LOT,881759.22,14989906.66,USD,2025-12-24,2025-11-08,2025-12-24,0,,Delivered
45102995,00010,NSN-6993-441819,Titanium thrust bracket,100056,EGS-Ground,Critical,23,EA,7777347.59,178878994.59,USD,2026-04-25,2025-10-29,2026-04-25,0,,Delivered
45102996,00010,NSN-2204-593869,Ablative TPS tile,100024,EGS-Ground,Essential,36,SET,1160057.04,41762053.27,USD,2026-09-05,2026-04-02,2026-09-05,0,,Open
45102997,00010,NSN-1726-469412,Titanium thrust bracket,100033,Moon-Base,Essential,28,EA,2270264.11,63567395.03,USD,2026-03-23,2025-10-11,2026-03-23,0,,Delivered
45102998,00010,NSN-5960-752179,Titanium thrust bracket,100029,Gateway,Essential,21,SET,508257.9,10673415.97,USD,2026-04-21,2025-10-25,2026-07-20,90,,Open-Late
45102999,00010,NSN-6641-911801,Li-ion battery module,100010,Gateway,Routine,21,EA,672205.64,14116318.4,USD,2026-06-05,2026-04-12,2026-06-05,0,,Delivered
45103000,00010,NSN-2544-139569,Titanium thrust bracket,100017,EGS-Ground,Essential,31,EA,661908.73,20519170.48,USD,2026-02-05,2025-11-17,2026-02-05,0,,Delivered
45103001,00010,NSN-5831-121053,Flight computer module,100056,Gateway,Essential,17,EA,374382.62,6364504.56,USD,2026-03-11,2026-01-07,2026-07-01,112,,Open-Late
45103002,00010,NSN-1092-446620,Solar array wing,100106,EGS-Ground,Essential,31,LOT,148520.83,4604145.58,USD,2026-02-28,2026-01-04,2026-02-28,0,,Delivered
45103003,00010,NSN-7311-112940,Connector backshell,100097,Moon-Base,Essential,28,EA,1499333.23,41981330.34,USD,2026-02-09,2025-12-05,2026-02-09,0,,Delivered
45103004,00010,NSN-6558-158777,Flight computer module,100032,EGS-Ground,Essential,34,LOT,1208724.01,41096616.39,USD,2026-03-28,2025-10-31,2026-03-28,0,,Delivered
45103005,00010,NSN-3938-991737,RAD-hard FPGA board,100001,Gateway,Essential,38,EA,2280199.87,86647594.95,USD,2026-05-29,2026-03-09,2026-05-29,0,,Delivered
45103006,00010,NSN-2767-120005,Connector backshell,100094,SR1-Freedom,Essential,16,SET,2522865.97,40365855.45,USD,2026-01-18,2025-10-06,2026-01-18,0,,Delivered
45103007,00010,NSN-6432-603268,Al-Li dome gore,100092,SR1-Freedom,Essential,5,LOT,443402.84,2217014.22,USD,2026-05-23,2026-01-20,2026-05-23,0,,Delivered
45103008,00010,NSN-9920-776149,Space-grade DC-DC converter,100091,Gateway,Essential,22,EA,217852.34,4792751.41,USD,2026-07-27,2026-04-03,2026-07-27,0,,Open
45103009,00010,NSN-3662-866634,Connector backshell,100109,Artemis-3,Essential,27,LOT,1899128.26,51276462.99,USD,2026-04-23,2026-01-21,2026-08-08,107,,Open-Late
45103010,00010,NSN-9368-477617,Mobile launcher umbilical,100035,Artemis-3,Critical,15,LOT,6297178.16,94457672.34,USD,2027-06-14,2026-04-30,2027-06-14,0,,Open
45103011,00010,NSN-2204-184714,Cryo transfer line,100088,EGS-Ground,Essential,20,LOT,1788740.94,35774818.89,USD,2026-04-08,2026-02-06,2026-04-08,0,,Delivered
45103012,00010,NSN-3293-855303,Composite interstage panel,100007,SR1-Freedom,Essential,10,EA,2372957.3,23729573.05,USD,2026-03-04,2026-01-03,2026-03-04,0,,Delivered
45103013,00010,NSN-6567-468074,Li-ion battery module,100089,SR1-Freedom,Critical,10,LOT,679096.19,6790961.9,USD,2026-08-31,2026-02-19,2026-12-06,97,,Open-Late
45103014,00010,NSN-9792-257131,Heat-pipe radiator panel,100060,Moon-Base,Critical,24,SET,5980487.57,143531701.58,USD,2027-05-06,2026-04-15,2027-06-28,53,,Open-Late
45103015,00010,NSN-3317-466813,Cryo valve assembly,100014,SR1-Freedom,Essential,22,SET,866983.03,19073626.62,USD,2026-03-02,2025-12-14,2026-03-02,0,,Delivered
45103016,00010,NSN-3221-886530,Turbopump impeller,100114,Moon-Base,Routine,6,EA,188172.74,1129036.45,USD,2026-03-31,2026-02-11,2026-03-31,0,,Delivered
45103017,00010,NSN-8359-668573,Rad-hard memory array,100113,EGS-Ground,Critical,40,SET,6230636.11,249225444.43,USD,2026-07-13,2026-01-04,2026-10-27,106,,Open-Late
45103018,00010,NSN-7652-581294,Space-grade DC-DC converter,100075,SR1-Freedom,Essential,38,SET,219274.22,8332420.2,USD,2026-06-02,2026-02-01,2026-06-02,0,,Delivered
45103019,00010,NSN-7512-781403,Connector backshell,100052,Gateway,Critical,10,EA,8032393.23,80323932.32,USD,2027-01-06,2026-03-24,2027-01-06,0,,Open
45103020,00010,NSN-3875-740632,MLI blanket set,100092,SR1-Freedom,Routine,25,EA,277345.65,6933641.21,USD,2026-06-28,2026-05-20,2026-06-28,0,,Open
45103021,00010,NSN-9967-391622,Ablative TPS tile,100027,Moon-Base,Essential,11,EA,153653.5,1690188.49,USD,2026-05-17,2026-02-08,2026-07-15,59,,Open-Late
45103022,00010,NSN-6129-703727,Turbopump impeller,100086,Gateway,Essential,33,EA,48852.02,1612116.65,USD,2026-07-04,2026-02-03,2026-09-26,84,,Open-Late
45103023,00010,NSN-9743-416208,Composite interstage panel,100031,Gateway,Critical,26,EA,7340845.33,190861978.6,USD,2026-07-05,2026-02-23,2026-07-05,0,,Open
45103024,00010,NSN-6042-414870,Cryo valve assembly,100055,Artemis-3,Essential,31,LOT,936896.82,29043801.47,USD,2025-12-15,2025-10-30,2025-12-15,0,,Delivered
45103025,00010,NSN-9967-391622,Ablative TPS tile,100062,Moon-Base,Essential,1,EA,152711.71,152711.71,USD,2026-04-30,2026-01-22,2026-04-30,0,,Delivered
45103026,00010,NSN-1726-469412,Titanium thrust bracket,100047,Moon-Base,Essential,13,EA,1833246.08,23832199.05,USD,2026-03-27,2025-10-15,2026-03-27,0,,Delivered
45103027,00010,NSN-8303-492292,Ablative TPS tile,100000,Gateway,Essential,9,SET,283019.35,2547174.17,USD,2026-07-09,2026-04-17,2026-07-09,0,,Open
45103028,00010,NSN-9095-686448,Li-ion battery module,100006,Moon-Base,Routine,32,SET,228699.84,7318394.93,USD,2026-04-18,2026-02-20,2026-04-18,0,,Delivered
45103029,00010,NSN-4291-319899,Ablative TPS tile,100081,Moon-Base,Essential,23,EA,1310096.74,30132224.92,USD,2026-09-24,2026-05-14,2026-12-14,81,,Open-Late
45103030,00010,NSN-5078-503489,Turbopump impeller,100006,Moon-Base,Routine,16,EA,384226.69,6147627.01,USD,2026-05-09,2026-03-16,2026-05-09,0,,Delivered
45103031,00010,NSN-5668-916808,Heat-pipe radiator panel,100034,EGS-Ground,Routine,27,SET,383753.46,10361343.43,USD,2026-04-14,2026-03-25,2026-04-14,0,,Delivered
45103032,00010,NSN-5668-888939,Mobile launcher umbilical,100095,Artemis-3,Routine,35,SET,759241.17,26573441.01,USD,2026-05-12,2026-04-01,2026-05-12,0,,Delivered
45103033,00010,NSN-6450-162976,Flight software license,100114,Gateway,Essential,7,EA,2773630.5,19415413.52,USD,2026-01-10,2025-10-12,2026-02-15,36,,Delivered
45103034,00010,NSN-4308-576769,Pad water deluge nozzle,100022,SR1-Freedom,Critical,5,SET,674276.26,3371381.3,USD,2026-07-25,2025-10-13,2026-07-25,0,,Open
45103035,00010,NSN-7112-114760,Heat-pipe radiator panel,100049,SR1-Freedom,Routine,25,EA,423509.5,10587737.57,USD,2025-10-24,2025-10-16,2025-12-07,44,,Delivered
45103036,00010,NSN-9231-437226,Connector backshell,100010,Moon-Base,Essential,35,EA,72128.21,2524487.18,USD,2026-05-08,2026-03-18,2026-05-08,0,,Delivered
45103037,00010,NSN-7686-393328,Cryo transfer line,100098,Moon-Base,Critical,36,EA,7463609.05,268689925.97,USD,2027-02-11,2026-04-08,2027-05-20,98,,Open-Late
45103038,00010,NSN-8480-761701,Al-Li dome gore,100066,EGS-Ground,Routine,8,EA,242814.91,1942519.25,USD,2026-05-14,2026-04-04,2026-05-14,0,,Delivered
45103039,00010,NSN-1224-679077,Li-ion battery module,100091,Moon-Base,Essential,16,EA,1158897.44,18542359.04,USD,2026-04-30,2026-02-15,2026-04-30,0,,Delivered
45103040,00010,NSN-3835-794799,Heat-pipe radiator panel,100031,EGS-Ground,Routine,25,LOT,398331.77,9958294.35,USD,2026-03-17,2026-03-03,2026-06-25,100,,Open-Late
45103041,00010,NSN-6902-980764,Flight software license,100054,SR1-Freedom,Essential,31,EA,1504761.62,46647610.31,USD,2026-02-02,2025-11-17,2026-02-09,7,,Delivered
